0,6.00,19.00,2,2
1,8.00,14.00,9,9
2,11.00,3.00,7,7
3,10.00,1.00,10,10
4,5.00,1.00,4,4
5,3.00,18.00,7,7
6,11.00,5.00,4,4
7,5.00,5.00,2,2
8,1.00,8.00,3,3
9,4.00,9.00,3,3
10,6.00,6.00,2,2
11,3.00,0.00,2,2
12,12.00,2.00,2,2
13,2.00,1.00,3,3
14,19.00,14.00,2,2
15,11.00,13.00,4,4
16,10.00,0.00,2,2
17,17.00,5.00,2,2
18,4.00,16.00,2,2
19,3.00,11.00,2,2
