0.6315	0.65	0.5846	0.5001	0.5535	0.7557	0.4504	0.3663	0	0.7808	0.7629	0.6185	0.6073	0.3582	0.4686	0.3985	0.4429	0.6927	0.3559	0.4162	0.5487	0.9077	0	0.9037	0.7928	0.742	0	0.5448	0.3815	0.5829	0.5719	0.5266	0.687	0.4159	0	0.7324	0	0.5264	0.6954	0.653	0.6248	0.492	0.4053	0	0.5158	0.7654	0.5994	0.6489	0.4231	0.5046
0.3486	0.3588	0	0	0	0.6363	0.5747	0	0	0.3751	0.4261	0.3416	0.4491	0	0	0	0.3685	0	0	0	0.3902	0.4552	0	0.5009	0.399	0.3494	0	0	0	0.4836	0	0.4368	0	0	0	0	0	0.3488	0.3599	0	0	0	0	0	0.3978	0.4278	0.3986	0.3582	0.4008	0.8488
0.464	0.4782	0.429	0.3679	0.4063	0.7286	0	0.4477	0	0.5859	0.5701	0.4542	0.3612	0	0.3457	0	0.4249	0.5117	0	0	0.4028	0.7161	0	0.5792	0.5967	0.8858	0	0.3999	0.3735	0.5593	0.4196	0.5051	0.8351	0	0	0	0	1	0.4148	0.4805	0.7714	0.3622	0	0	0.3791	0.5723	0.4399	0.4774	0	0.3712
0.5776	0.595	0.534	0.7456	0.5054	0.4711	0.4115	0	0	0.7216	0.7038	0.5655	0	0.4934	0.5692	0.3647	0	0.6356	0	0.8282	0.501	0.856	0.3745	0.473	0.7337	0.6833	0	0.4974	0.4473	0.3588	0.5223	0	0.6301	0.3803	0.4	0.5974	0.4265	0.4805	0.3408	1	0.5713	0.4492	0.4507	0	0.7797	0.7063	0.5477	0.594	0.3869	0.4607
0.403	0.4152	0.3732	0	0.3539	0.4619	0	0	0	0.5086	0.4947	0.3947	0	0	0.4254	0	0	0.444	0	0.5238	0.4982	0.6266	0	0.3641	0.73	0.4791	0	0.4474	0.9173	0.352	0.3652	0	0.44	0	0	0.563	0	0.3373	0	0.4171	0.3987	0.4467	0	0	0.3456	0.4967	0.3825	0.4145	0.3493	0
0.4861	0.501	0.4493	0.3849	0.5661	0.5734	0.348	0	0	0.6133	0.5969	0.4758	0	0	0.9742	0	0	0.5361	0	0	0.6176	0.7463	0	0.4504	0.8673	0.5784	0	0.5555	0.3719	0.4349	0.4395	0.3933	0.5313	0	0	0	0	0.4047	0	0.5181	0.4808	0.5546	0.3698	0	0.4267	0.5992	0.4608	0.7449	0.4314	0.3883
0.7926	0.8118	0.6323	0.5418	0.8961	0.6682	0.7696	0.391	0.3914	0.8318	1	0.7787	0.3953	0.6211	0.5078	0.512	0.3874	0.7446	0.6171	0.4506	0.5941	0.9461	0	0.5613	0.8433	0.794	0	0.5899	0.6613	0.5091	0.6188	0.4597	0.7387	0.7174	0.5083	0.4915	0	0.5701	0.4021	0.7038	0.6745	0.5331	0.521	0.4875	0.5588	0.9168	0.9367	0.8107	0.4582	0.6471
0.3921	0.4038	0	0	0.8663	0.7116	0.3788	0.3432	0	0.4216	0.6502	0.384	0.3522	0	0.7059	0	0.4141	0.3649	0	0	0.3829	0.5141	0	0.5643	0.567	0.393	0	0.3453	0	0.5449	0	0.492	0.3618	0.3505	0	0	0	0.3914	0.4042	0.3436	0	0.3447	0	0	0	0.4829	0.5033	0.4672	0	0
0	0	0	0	0	0.642	0	1	0.3552	0.3966	0.391	0	0	0	0	0	0.7767	0.3478	0.8218	0	0	0.4889	0.3935	0.5056	0.4039	0.639	0	0	0	0.4881	0	0.4408	0.69	0	0	0	0.6481	0.4477	0.3631	0	0.6276	0	0	0.669	0	0.3925	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.3551	0	0	0.3546	0	0	0	0	0	0	0	0.3962	0	0.3859	0	0	0	0	0	0	0	0	0	0	0	0.9015	0	0	0.4118	0.4299	0	0	0	0	0.5707	0.3564	0	0	0	0
0.429	0.442	0.3969	0.3991	0.3762	0.5063	0	0	0	0.5418	0.5271	0.42	0	0.6502	0.4661	0	0	0.4729	0	0.4533	0.546	0.6657	0.3864	0.3981	0.7896	0.5105	0	0.4903	0	0.3847	0.3884	0.3486	0.4687	0	0.7471	0.6166	0	0.3583	0	0.7076	0.4244	0.4896	0	0	0.9404	0.5292	0.4069	0.4413	0.3816	0.4708
0.7553	0.7748	0.5978	0.5115	0.669	0.6084	0.5471	0.3697	0.5613	0.7954	0.8837	0.7413	0.3738	0.4332	0.4794	0.4833	0.3608	0.7073	0.4304	0.4256	0.5612	0.9193	0	0.5301	0.8073	0.7568	0	0.5572	0.4623	0.4631	0.5849	0.4173	0.7015	0.5048	0.3556	0.5494	0	0.5384	0.3801	0.6672	0.6386	0.5033	0.4918	0.3416	0.6424	0.8859	0.7205	0.7737	0.4327	0.6121
0.6268	0.6452	0.4888	0.4182	0.7349	0.518	0.6055	0	0	0.6651	0.9367	0.6139	0	0.4799	0.3923	0.3955	0	0.583	0.4767	0.3496	0.4586	0.8009	0	0.4331	0.6768	0.6282	0	0.4553	0.5123	0.3933	0.4781	0.3563	0.5779	0.5593	0.3927	0.3801	0	0.4399	0	0.5477	0.5232	0.6331	0.4023	0.377	0.4312	0.7604	1	0.6442	0.3552	0.6061
0.554	0.5708	0.4313	0.3699	0.4845	0.5357	0.3949	0.4442	0	0.5891	0.677	0.5423	0	0	0.4932	0.3503	0.7467	0.5146	0	0	0.5775	0.7196	0	0.4208	0.8255	0.5553	0	0.5188	0.3483	0.4065	0.4219	0.368	0.5099	0.3652	0	0.337	0	0.3888	0	0.4831	0.4615	0.518	0.3562	0	0.3988	0.6794	0.5252	0.5699	0.4032	0.4418
0.3943	0.4061	0.3652	0	0.3464	0.4963	0	0	0	0.4974	0.4838	0.3862	0	0	0	0	0	0.4343	0	0	0.3436	0.6132	0	0.3904	0.5067	0.4686	0	0.3412	0	0.3773	0.3575	0.7172	0.4304	0	0	0.7797	0	0	0.3391	0.4081	0.3901	0	0	0	0.4671	0.4857	0.3743	0.4055	0	0
0.372	0.383	0	0	0.4399	0.4048	0.3595	0.8218	0.5627	0.3951	0.6171	0.3644	0	0	0	0	0.4991	0.3465	1	0	0	0.487	0	0	0.4024	0.4029	0	0	0	0	0	0	0.4366	0	0	0	0.4088	0	0	0	0.3956	0	0	0.9465	0	0.4575	0.4767	0.3824	0	0
0.423	0.4358	0	0	0.371	0.4836	0	0.9241	0	0.4498	0.5196	0.4141	0	0	0	0	0.5964	0.3933	0.6386	0	0	0.5553	0	0.3807	0.4582	0.4813	0	0	0	0.368	0	0.3338	0.5221	0	0	0	0.4885	0.3387	0	0.37	0.4724	0	0	0.5051	0	0.5216	0.4013	0.4351	0	0.3395
0.4305	0.4435	0.3379	0	0.3774	0.4334	0	0	0	0.4584	0.5289	0.4214	0	0	0.395	0	0	0.4007	0	0	0.462	0.5659	0	0.3425	0.6816	0.432	0	0.4152	0	0	0	0	0.3972	0	0	0	0	0	0	0.3768	0.3605	0.4145	0	0	0	0.531	0.4083	0.4428	0	0.3453
0.399	0.411	0	0	0.4726	0.3444	0.3854	0	0	0.4241	0.6613	0.3907	0	0	0	0	0	0.3712	0	0.3888	0.3703	0.5234	0	0	0.5479	0.5329	0	0.3342	1	0	0	0	0.4893	0.3565	0	0.4175	0	0.3735	0	0.4473	0.4429	0.3337	0	0	0	0.4916	0.5123	0.4103	0	0
0.6502	0.6691	0.6024	0.5155	0.5705	0.6916	0.4643	0.3679	0	0.8004	0.7826	0.637	0.3419	0.3689	0.6397	0.4106	0.4015	0.7123	0.3665	0.4289	0.7404	0.9232	0	0.5471	0.9628	0.7619	0	0.914	0.4503	0.5282	0.5894	0.4769	0.7065	0.4286	0.3737	0.413	0	0.5426	0.392	0.6721	0.6434	0.6703	0.4477	0	0.5317	0.7852	0.6175	0.668	0.761	0.5202
0	0	0	0	0	0.3692	0.3342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5136
0.3859	0	0	0	0	0.5451	0	0.6481	0	0	0	0	0	0	0	0	0.3816	0	0.4088	0	0	0	0	0.4281	0.3427	0	0.6508	0	0	0.4135	0	0.3742	0.3356	0	0	0	1	0	0	0.4265	0	0	0	0	0	0	0	0	0	0
0.498	0.5132	0.3883	0.334	0.4356	0.4268	0.3561	0	0	0.5298	0.6111	0.4874	0.8384	0	0.3692	0	0	0.6652	0	0	0.8867	0.6517	0	0.5434	0.6382	0.4991	0	0.3879	0	0	0.38	0	0.4583	0	0	0	0	0.3507	0.3894	0.4343	0.415	0.3872	0.9747	0	0.3439	0.6135	0.472	0.5123	0	0.4157
0.521	0.4708	0.4224	0.3624	0.4001	0.9446	0	0.5056	0	0.6237	0.5613	0.4472	0.8143	0	0.3837	0	0.6127	0.5038	0	0	0.4485	0.7059	0	1	0.6627	0.5437	0	0.4032	0	0.7875	0.4132	0.7213	0.4993	0	0	0.5357	0.4281	0.5792	0.8989	0.473	0.4518	0.4025	0.4626	0	0.3734	0.5635	0.4331	0.47	0	0.3656
0.368	0.3789	0.3412	0.4806	0	0	0	0	0	0.4632	0.4506	0.3605	0	0	0.3628	0	0	0.4048	0	1	0	0.5717	0	0	0.4719	0.4365	0	0	0.3888	0	0.3341	0	0.4012	0	0	0.3804	0	0	0	0.8282	0.3641	0	0	0	0.5065	0.4524	0.3496	0.3782	0	0
0.4241	0.4996	0	0	0.3719	0.3646	0	0	0	0.451	0.521	0.4286	0.7351	0	0	0	0	0.7689	0	0	0.7881	0.5567	0	0.4626	0.5447	0.4251	0	0	0	0	0	0	0.3909	0	0	0	0	0	0.3336	0.4507	0.3548	0	1	0	0	0.523	0.4023	0.4362	0	0.3554
0.6881	0.7074	0.5393	0.461	0.7986	0.5713	0.6657	0.4562	0.3351	0.728	0.9746	0.6745	0.3383	0.5295	0.4322	0.4358	0	0.6417	0.7184	0.3843	0.5059	0.862	0	0.4777	0.7401	0.6896	0	0.5023	0.5651	0.4334	0.5275	0.3919	0.6361	0.6161	0.4327	0.4185	0	0.4853	0.344	0.6037	0.577	0.4536	0.4434	0.5727	0.4755	0.8235	0.8491	0.7063	0.3906	0.6039
0.363	0.3737	0	0	0.429	0	0.3509	0	0	0.3855	0.6021	0.3556	0.426	0	0	0	0	0.3383	0	0	0.462	0.4749	0	0	0.3925	0.3638	0	0	0	0	0	0	0.3354	0	0	0	0	0	0	0	0	0	0.562	0	0	0.4461	0.4648	0.3731	0	0
0.4288	0.4418	0.3362	0	0.5085	0.3553	0.4141	0	0	0.4561	0.7078	0.4198	0	0	0	0	0	0.3986	0.4493	0	0.4276	0.563	0	0	0.4646	0.4298	0	0	0.3515	0	0	0	0.3952	0.3826	0	0	0	0	0	0.3749	0.3587	0	0	0.3561	0.436	0.5289	0.5511	0.4411	0.4393	0.9024
0.4838	0.4986	0.4471	0.3831	0.4233	0.5709	0.3464	0	0	0.6104	0.5941	0.4735	0.6118	0	0.5258	0	0	0.5335	0	0	1	0.7431	0	0.4485	0.8647	0.5756	0	0.5531	0.3703	0.4331	0.4373	0.3916	0.5287	0	0	0	0	0.4028	0	0.501	0.4784	0.5522	0.7881	0	0.4248	0.5964	0.4586	0.4977	0.4295	0.5931
0.6091	0.6272	0.5635	0.4818	0.5334	0.4973	0.4341	0.69	0	0.7567	0.7387	0.5964	0	0.3457	0.4516	0.3843	0.4072	0.6691	0.4366	0.4012	0.5287	0.8875	0.4004	0.4993	0.7687	0.9928	0	0.5249	0.4893	0.378	0.5512	0.3427	1	0.4009	0	0.3865	0.3356	0.8351	0.3588	0.6301	0.9901	0.474	0.3909	0.3464	0.497	0.7413	0.5779	0.6261	0.4079	0.4862
0	0.3337	0	0	0	0.6588	0	0	0	0.3886	0.3953	0	1	0	0	0	0.3817	0.4312	0	0	0.6118	0.4423	0	0.8143	0.4135	0.3399	0	0.4036	0	0.5015	0	0.4528	0	0	0	0.3351	0	0.3612	0.6021	0	0	0	0.7351	0	0	0.3968	0	0	0	0
0.4542	0.3716	0	0	0.335	0.8741	0	0.4408	0	0.5448	0.4597	0.3536	0.4528	0	0.3363	0	0.5349	0.3456	0	0	0.3916	0.4858	0	0.7213	0.5801	0.3719	0	0.3529	0	0.6986	0	1	0.3427	0	0	0.4265	0.3742	0.5051	0.522	0	0	0.3524	0	0	0	0.4435	0.3563	0.371	0	0
0.5294	0.9389	0.4123	0.354	0.4629	0.4197	0.3777	0.4146	0	0.5631	0.6483	0.5181	0	0	0	0.3354	0	0.4916	0	0	0.3872	0.6902	0.6676	0.3663	0.5735	0.7332	0	0.3845	0	0	0.4034	0	0.7885	0.3495	0	0.3536	0	0.5192	0	0.4616	0.8513	0.3485	0.388	0	0.4696	0.6507	0.5018	0.5446	0	0.4222
0.6145	0.6327	0.5686	0.4861	0.5382	0.5018	0.438	0.3478	0	0.7625	0.7446	0.7311	0.4312	0.3487	0.4557	0.3877	0	1	0.3465	0.4048	0.5335	0.8925	0	0.5038	0.7746	0.7238	0	0.5297	0.3712	0.3813	0.5561	0.3456	0.6691	0.4045	0	0.3899	0	0.5117	0.3619	0.6356	0.6079	0.4783	0.7689	0	0.5015	0.7471	0.583	0.6316	0.4115	0.4906
0.6991	0.7185	0.6493	0.5569	0.6156	0.7777	0.5017	0.3966	0.3406	1	0.8318	0.6854	0.3886	0.3977	0.522	0.4433	0.4581	0.7625	0.3951	0.4632	0.6104	0.9574	0	0.6237	0.86	0.8117	0	0.6061	0.4241	0.6027	0.6355	0.5448	0.7567	0.4628	0	0.4459	0	0.5859	0.4471	0.7216	0.692	0.5479	0.451	0	0.5743	0.8343	0.6651	0.7174	0.471	0.562
0.7951	0.8143	0.6347	0.5439	0.7082	0.6457	0.5815	0.3925	0.3929	0.8343	0.9168	0.7812	0.3968	0.4605	0.5098	0.514	0.3829	0.7471	0.4575	0.4524	0.5964	0.9478	0	0.5635	0.8457	0.7965	0	0.5922	0.4916	0.4925	0.6954	0.4435	0.7413	0.5368	0.3773	0.4934	0	0.5723	0.4036	0.7063	0.677	0.5352	0.523	0.3623	0.5609	1	0.7604	0.8132	0.46	0.6495
0.5144	0.5301	0.4008	0.3709	0.6093	0.4244	0.4964	0	0	0.5472	0.8253	0.5034	0	0.544	0	0	0	0.4776	0.3911	0.4207	0.3766	0.672	0.4119	0.3563	0.5574	0.5155	0	0.3739	0.4197	0	0.3922	0	0.4733	0.458	0.3836	0.6566	0	0.3617	0	0.6598	0.4285	0.3391	0	0	0.8416	0.633	0.6585	0.5292	0	0.5026
0.4531	0.3708	0	0	0.3343	0.8728	0	0.8824	0	0.5435	0.4587	0.3528	0.4518	0	0.3356	0	0.9715	0.3449	0.5917	0	0.3907	0.4846	0.5655	0.7198	0.5788	0.445	0	0.3521	0	0.6971	0	0.6331	0.4827	0	0	0	0.4517	0.504	0.5208	0	0.4369	0.3516	0	0.467	0	0.4425	0.3555	0.3702	0	0
0.513	0.5287	0.4741	0.4057	0.5607	0.5789	0.4563	0	0	0.908	0.7713	0.5021	0	0.3627	0.3808	0	0.336	0.5656	0.3604	0.3395	0.4448	0.7812	0	0.4547	0.6575	0.6098	0	0.4416	0.3864	0.4391	0.4636	0.397	0.5606	0.4212	0	0	0	0.4268	0	0.5312	0.5074	0.3993	0	0.3451	0.4183	0.6314	0.6071	0.5278	0.3449	0.4094
0.4654	0.4796	0.3637	0	0.4075	0.3701	0.3339	0	0.3422	0.4952	0.5718	0.4556	0	0	0	0	0	0.4324	0	0	0.3421	0.6105	0	0.3598	0.5045	0.4665	0	0.3398	0	0	0.356	0	0.4285	0	0	0.8602	0	0	0.3836	0.4063	0.3884	0	0	0	0.531	0.574	0.4412	0.4788	0	0.3723
0.3453	0.3553	0	0.4497	0	0	0	0	0	0.4335	0.4218	0.3383	0	0	0.3404	0	0	0.3793	0	0.5114	0	0.5351	0	0	0.4416	0.4087	0	0	0	0	0	0	0.376	0	0	0.6217	0	0	0	0.7859	0.3416	0	0	0	0.4739	0.4235	0	0.3547	0	0
0.5519	0.6883	0.51	0.4361	0.4827	0.45	0.3934	0.6276	0	0.692	0.6745	0.5402	0	0	0.409	0.349	0.3694	0.6079	0.3956	0.3641	0.4784	0.8278	0.442	0.4518	0.704	0.9668	0	0.475	0.4429	0.3434	0.4988	0	0.9901	0.3638	0	0.351	0	0.7714	0	0.5713	1	0.4291	0.3548	0	0.4498	0.677	0.5232	0.5677	0.37	0.4401
0.3357	0.3454	0	0	0.3957	0	0	0	0	0.3561	0.5552	0	0	0	0	0	0	0	0	0	0	0.4376	0	0	0.3625	0.3364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.339	0	0	0	0.4113	0.7126	0.3449	0	0
0.3769	0.3881	0.3494	0	0	0.6235	0	0.364	0	0.4748	0.4619	0.3692	0	0	0	0	0.3612	0.4148	0	0	0	0.5859	0	0.4905	0.4837	0.7548	0	0	0	0.4736	0.342	0.4278	0.6995	0	0	0	0	0.5368	0.3528	0.3899	0.6367	0	0	0	0	0.4637	0.3579	0.3875	0	0
0.3928	0.7643	0	0	0.3451	0	0	0	0	0.4175	0.4819	0.3847	0.4776	0	0	0	0	0.5032	0	0	0.5183	0.5151	0	0	0.4252	0.3937	0	0	0	0	0	0	0.3624	0	0	0	0	0	0	0.3442	0.3986	0	0.8344	0	0	0.4838	0.3729	0.4039	0	0
0.3636	0.7126	0	0	0	0	0	0	0	0.3861	0.4451	0.3562	0	0.4245	0	0	0.3465	0.3388	0	0	0	0.4756	0.9041	0	0.3932	0.5084	0	0	0	0	0	0	0.5536	0	0	0.5142	0	0.3569	0	0.5168	0.6109	0	0	0	0.6821	0.4468	0.3454	0.3737	0	0.3927
0.3631	0	0	0	0	0.7304	0	0.3528	0	0.434	0.3674	0	0.3621	0	0	0	0.4261	0	0	0	0	0.3876	0	0.5808	0.4621	0	0	0	0	0.5609	0	0.5065	0	0	0	0	0	0.4027	0.4159	0	0	0	0	0	0	0.3549	0	0	0	0
0.4135	0.426	0.3828	0	0.4812	0.4875	0	0	0	0.522	0.5078	0.4049	0	0	1	0	0	0.4557	0	0.3628	0.5258	0.6425	0	0.3837	0.7652	0.4918	0	0.4722	0	0.3708	0.3746	0.3363	0.4516	0	0	0	0	0.3457	0	0.5692	0.409	0.4714	0	0	0.3639	0.5098	0.3923	0.6412	0.3679	0
0.4172	0.4298	0.3861	0	0.366	0.3423	0	0.4027	0	0.5267	0.5124	0.4085	0	0	0	0	0	0.4598	0	0	0.3629	0.6481	0	0.3436	0.5366	0.8215	0	0.3604	0.8191	0	0.3778	0	0.7667	0	0	0	0	0.5949	0	0.4319	0.702	0	0	0	0.3421	0.5144	0.3958	0.4291	0	0.335
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.6508	0	0	0	0	0	0	0	0	0	0	0	0	0
0.4352	0.4484	0.341	0	0.5161	0.3604	0.4201	0	0	0.4628	0.7174	0.426	0	0.3351	0	0	0	0.4045	0	0	0	0.5713	0	0	0.4715	0.4362	0	0	0.3565	0	0.3338	0	0.4009	1	0	0	0	0	0	0.3803	0.3638	0	0	0	0	0.5368	0.5593	0.4476	0	0.3489
0	0.52	0	0	0	0.3871	0	0.3935	0	0	0	0	0	0	0	0	0.4767	0	0	0	0	0.3457	1	0	0	0.3685	0	0	0	0	0	0	0.4004	0	0	0.3726	0	0	0	0.3745	0.442	0	0	0	0.4959	0	0	0	0	0
0	0	0	0	0	0.4542	0	0	0	0	0	0	0.8759	0	0	0	0	0	0	0	0.4209	0	0	0.5783	0	0	0	0	0	0.3465	0	0	0	0	0	0	0	0	0.4141	0	0	0	0.5118	0	0	0	0	0	0	0.4293
0.4547	0.4686	0.4205	0.4454	0.3983	0.3943	0	0	0	0.5743	0.5588	0.4451	0	0.8117	0.3639	0	0	0.5015	0	0.5065	0.4248	0.703	0.4959	0.3734	0.629	0.5412	0	0.3921	0	0	0.4113	0	0.497	0	0.59	0.7764	0	0.3791	0.3375	0.7797	0.4498	0.3816	0	0	1	0.5609	0.4312	0.4678	0	0.6048
0.3958	0.4076	0	0.3423	0.3477	0	0	0	0	0.4386	0.4856	0.3876	0	0.5003	0	0	0	0.3837	0	0.3875	0.4441	0.5414	0.3795	0	0.4468	0.4135	0	0	0	0	0	0	0.3803	0	0.3539	0.6056	0	0	0	0.6086	0.3455	0	0	0	0.7886	0.4875	0.4539	0.4069	0.4563	0.9221
0	0	0	0	0.3632	0	0	0	0	0	0.5083	0	0	0.3663	0	0	0	0	0	0	0	0.401	0	0	0.4534	0	0	0	0	0	0	0	0	0	1	0.3475	0	0	0	0.4	0	0	0	0	0.59	0.3773	0.3927	0	0	0
0.7792	0.4501	0.3517	0	0.4043	0.9671	0	0.5356	0	0.6592	0.5586	0.4276	0.5502	0	0.4059	0	0.6478	0.4176	0.3388	0	0.475	0.5899	0	0.8461	0.6993	0.4505	0.35	0.4268	0	0.8243	0.3443	0.7587	0.4139	0	0	0.3518	0.6529	0.6129	0.6327	0.3926	0.3754	0.4261	0	0	0	0.5388	0.431	0.4493	0.3338	0.3502
0.5044	0.5198	0.4661	0.399	0.4412	0.4116	0.3605	0	0	0.6355	0.6188	0.4936	0	0	0.3746	0	0	0.5561	0	0.3341	0.4373	0.7702	0	0.4132	0.647	0.5997	0	0.4342	0	0	1	0	0.5512	0.3338	0	0	0	0.4196	0	0.5223	0.4988	0.3927	0	0	0.4113	0.6954	0.4781	0.5189	0.3394	0.4026
0.467	0.4813	0.4317	0.3702	0.4088	0.5273	0.335	0.4008	0	0.8547	0.5738	0.4571	0	0	0.3479	0	0	0.515	0	0	0.4053	0.7202	0	0.4143	0.6005	0.8184	0	0.4025	0.3355	0.4002	0.4223	0.3624	0.7636	0	0	0	0	0.5921	0	0.4836	0.6989	0.3644	0	0	0.3815	0.576	0.4427	0.4804	0	0.3735
0.3828	0	0	0	0	0.7658	0	0.7767	0	0.4581	0.3874	0	0.3817	0	0	0	1	0	0.4991	0	0	0.4089	0.4767	0.6127	0.488	0.3761	0	0	0	0.5919	0	0.5349	0.4072	0	0	0	0.3816	0.4249	0.439	0	0.3694	0	0	0.3942	0	0.3829	0	0	0	0
0.5198	0.5357	0.405	0.3479	0.4546	0.4122	0.3711	0	0	0.553	0.6371	0.5088	0	0	0	0	0	0.4827	0	0	0.3805	0.6787	0	0.3599	0.5633	0.521	0	0.3778	0	0	0.3962	0	0.4784	0.3435	0	0.7009	0	0.3654	0	0.4533	0.4331	0.3425	0.3352	0	0.4139	0.6395	0.4927	0.5348	0	0.4147
0	0	0	0	0	0	0	0	0.3526	0.5077	0.4054	0	0	0	0	0	0	0	0.5263	0	0	0.4115	0	0	0.3416	0	0	0	0	0	0	0	0	0	0	0.4773	0	0	0	0	0	0	0	0.6642	0	0	0	0	0	0
0.5392	0.5556	0.4983	0.4262	0.4716	0.5755	0.3845	0	0	0.6772	0.6598	0.5278	0	0	0.5301	0.3413	0.3341	0.5941	0	0.356	0.6199	0.8131	0	0.4521	0.8694	0.6399	0	0.8014	0.3733	0.4365	0.4873	0.3947	0.5889	0.3558	0	0.3433	0	0.4484	0	0.5583	0.5333	0.5567	0.3711	0	0.4395	0.6623	0.5111	0.5547	0.6391	0.43
0.4409	0.4543	0.4078	1	0.3864	0.361	0	0	0	0.5569	0.5418	0.4316	0	0	0	0	0	0.4861	0	0.4806	0.3831	0.6832	0	0.3624	0.5673	0.5247	0	0.3804	0	0	0.399	0	0.4818	0	0	0.3362	0	0.3679	0	0.7456	0.4361	0.3449	0	0	0.4454	0.5439	0.4182	0.4536	0	0.3533
