0.8344	0.7351	0.9747	0	0	0	0	0.523	0.7881	0.4591	0	0.4241	0.4477	0.3646	0.3719	0.388	0.3554	0	0	0.5567	0.3698	0	0	0	0
0.4104	0.3383	0.5208	0.4185	0.5381	0.3351	0.4334	0.8235	0.5059	0.4881	0	0.6881	0.6783	0.5713	0.7986	0.5535	0.6039	0	0.4853	0.862	0.5084	0.5651	0.4562	0.3467	0.4358
0.3617	0.426	0.6575	0	0	0	0	0.4461	0.462	0	0	0.363	0.3577	0	0.429	0	0	0	0	0.4749	0	0	0	0	0
0	0	0	0	0.4932	0	0	0.5289	0.4276	0	0	0.4288	0.4223	0.3553	0.5085	0.3446	0.9024	0	0	0.563	0	0.3515	0	0	0
0.5183	0.6118	0.8867	0	0.4461	0	0.4331	0.5964	1	0.4051	0	0.4838	0.7404	0.5709	0.4233	0.3872	0.5931	0	0.4028	0.7431	0.6176	0.3703	0	0	0
0.3624	0	0.4583	0.3865	0.5622	0	0.378	0.7413	0.5287	0.5101	0.4072	0.6091	0.7065	0.4973	0.5334	0.7885	0.4862	0.3356	0.8351	0.8875	0.5313	0.4893	0.69	0	0.3843
0.4776	1	0.8384	0.3351	0	0	0.5015	0.3968	0.6118	0	0.3817	0	0.3419	0.6588	0	0	0	0	0.3612	0.4423	0	0	0	0	0
0	0.4528	0	0.4265	0	0	0.6986	0.4435	0.3916	0	0.5349	0.4542	0.4769	0.8741	0.335	0	0	0.3742	0.5051	0.4858	0.3933	0	0.4408	0	0
0.6036	0	0.3983	0.3536	0.5314	0	0	0.6507	0.3872	0.374	0	0.5294	0.5213	0.4197	0.4629	1	0.4222	0	0.5192	0.6902	0.3891	0	0.4146	0	0.3354
0.5032	0.4312	0.6652	0.3899	0.5673	0	0.3813	0.7471	0.5335	0.5147	0	0.6145	0.7123	0.5018	0.5382	0.4916	0.4906	0	0.5117	0.8925	0.5361	0.3712	0.3478	0	0.3877
0.4175	0.3886	0.5298	0.4459	0.6478	0.3406	0.6027	0.8343	0.6104	0.5893	0.4581	0.6991	0.8004	0.7777	0.6156	0.5631	0.562	0	0.5859	0.9574	0.6133	0.4241	0.3966	0.5077	0.4433
0.4838	0.3968	0.6135	0.4934	0.6333	0.3929	0.4925	1	0.5964	0.5756	0.3829	0.7951	0.7852	0.6457	0.7082	0.6507	0.6495	0	0.5723	0.9478	0.5992	0.4916	0.3925	0	0.514
0	0	0.3873	0.6566	0.9122	0	0	0.633	0.3766	0.3637	0	0.5144	0.5065	0.4244	0.6093	0.4112	0.5026	0	0.3617	0.672	0.3784	0.4197	0	0	0
0	0.4518	0	0	0	0	0.6971	0.4425	0.3907	0	0.9715	0.4531	0.4758	0.8728	0.3343	0	0	0.4517	0.504	0.4846	0.3924	0	0.8824	0	0
0	0	0.3863	0	0.473	0	0.4391	0.6314	0.4448	0.4292	0.336	0.513	0.5993	0.5789	0.5607	0.4102	0.4094	0	0.4268	0.7812	0.4469	0.3864	0	0.6924	0
0	0	0.3517	0.8602	0.6002	0.3422	0	0.574	0.3421	0	0	0.4654	0.4583	0.3701	0.4075	0.373	0.3723	0	0	0.6105	0.3437	0	0	0	0
0	0	0	0.6217	0.5363	0	0	0.4235	0	0	0	0.3453	0.4017	0	0	0	0	0	0	0.5351	0	0	0	0	0
0.3986	0	0.415	0.351	0.5089	0	0.3434	0.677	0.4784	0.4616	0.3694	0.5519	0.6434	0.45	0.4827	0.8513	0.4401	0	0.7714	0.8278	0.4808	0.4429	0.6276	0	0.349
0	0	0	0	0	0	0	0.4113	0	0	0	0.3357	0	0	0.3957	0	0	0	0	0.4376	0	0	0	0	0
0	0	0	0	0.3486	0	0.4736	0.4637	0	0	0.3612	0.3769	0.4396	0.6235	0	0.4208	0	0	0.5368	0.5859	0	0	0.364	0	0
1	0.4776	0.7309	0	0	0	0	0.4838	0.5183	0	0	0.3928	0.3869	0	0.3451	0.6036	0	0	0	0.5151	0	0	0	0	0
0.4137	0	0	0.5142	0.7619	0	0	0.4468	0	0	0.3465	0.3636	0.3583	0	0	0.8738	0.3927	0	0.3569	0.4756	0	0	0	0	0
0	0.3621	0	0	0	0	0.5609	0.3549	0	0	0.4261	0.3631	0.3808	0.7304	0	0	0	0	0.4027	0.3876	0	0	0.3528	0	0
0	0	0.3692	0	0.3819	0	0.3708	0.5098	0.5258	0.3477	0	0.4135	0.6397	0.4875	0.4812	0	0	0	0.3457	0.6425	0.9742	0	0	0	0
0	0	0	0	0.3853	0	0	0.5144	0.3629	0.3507	0	0.4172	0.4875	0.3423	0.366	0.4665	0.335	0	0.5949	0.6481	0.3646	0.8191	0.4027	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6508	0	0	0	0	0	0	0
0	0	0	0	0.3402	0	0	0.5368	0	0	0	0.4352	0.4286	0.3604	0.5161	0.3495	0.3489	0	0	0.5713	0	0.3565	0	0	0
0	0	0	0.3726	0.561	0	0	0	0	0	0.4767	0	0	0.3871	0	0.6676	0	0	0	0.3457	0	0	0.3935	0	0
0	0.8759	0.6006	0	0	0	0.3465	0	0.4209	0	0	0	0	0.4542	0	0	0.4293	0	0	0	0	0	0	0	0
0	0	0.3439	0.7764	0.9849	0	0	0.5609	0.4248	0.3813	0	0.4547	0.5317	0.3943	0.3983	0.4696	0.6048	0	0.3791	0.703	0.4267	0	0	0	0
0	0	0	0.6056	0.8656	0	0	0.4875	0.4441	0	0	0.3958	0.4063	0	0.3477	0.3601	0.9221	0	0	0.5414	0	0	0	0	0
0	0	0	0.3475	0.5218	0	0	0.3773	0	0	0	0	0.3737	0	0.3632	0	0	0	0	0.401	0	0	0	0	0
0	0.5502	0.3566	0.3518	0.3509	0	0.8243	0.5388	0.475	0	0.6478	0.7792	0.5793	0.9671	0.4043	0.3508	0.3502	0.6529	0.6129	0.5899	0.4771	0	0.5356	0	0
0	0	0.38	0	0.465	0	0	0.6954	0.4373	0.4221	0	0.5044	0.5894	0.4116	0.4412	0.4034	0.4026	0	0.4196	0.7702	0.4395	0	0	0	0
0	0	0.3528	0	0.4307	0	0.4002	0.576	0.4053	0.3913	0	0.467	0.5461	0.5273	0.4088	0.4642	0.3735	0	0.5921	0.7202	0.4073	0.3355	0.4008	0.3388	0
0	0.3817	0	0	0	0	0.5919	0.3829	0	0	1	0.3828	0.4015	0.7658	0	0	0	0.3816	0.4249	0.4089	0	0	0.7767	0	0
0	0	0.3913	0.7009	0.4679	0	0	0.6395	0.3805	0.3675	0	0.5198	0.5119	0.4122	0.4546	0.4155	0.4147	0	0.3654	0.6787	0.3823	0	0	0	0
0	0	0	0.4773	0	0.3526	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4115	0	0	0	1	0
0	0	0.4346	0.3433	0.4972	0	0.4365	0.6623	0.6199	0.451	0.3341	0.5392	0.9648	0.5755	0.4716	0.4309	0.43	0	0.4484	0.8131	0.6225	0.3733	0	0	0.3413
0	0	0.334	0.3362	0.504	0	0	0.5439	0.3831	0.37	0	0.4409	0.5155	0.361	0.3864	0.354	0.3533	0	0.3679	0.6832	0.3849	0	0	0	0
0	0	0	0	0	0	0.4525	0	0	0	0.3457	0.4219	0	0.5964	0	0	0	0.3485	0	0	0	0	0	0	0
0	0.4036	0.3879	0	0.4429	0	0.3895	0.5922	0.5531	0.4022	0	0.4803	0.914	0.5129	0.4203	0.3845	0.3838	0	0.3999	0.7384	0.5555	0.3342	0	0	0
0	0	0.3561	0	0.3675	0	0	0.5815	0.3464	0.3348	0	0.4715	0.4643	0.3896	0.5593	0.3777	0.3782	0	0	0.6183	0.348	0.3854	0	0	0
0.3861	0.3335	0.4892	0.4121	0.5997	0	0.4029	0.7837	0.5643	0.5445	0	0.6488	0.7489	0.5308	0.5692	0.6946	0.519	0	0.616	0.9221	0.567	0.3922	0.4923	0	0.4097
0.3847	0	0.4874	0.3922	0.5036	0	0.3914	0.7812	0.4735	0.4568	0	0.6465	0.637	0.5139	0.5671	0.5181	0.5171	0	0.4542	0.8213	0.4758	0.3907	0	0	0.4081
0	0	0	0	0	0.707	0	0.3623	0	0	0.3942	0	0	0	0.3489	0	0	0	0	0.385	0	0	0.669	0.6642	0
0	0.4441	0	0	0	0	0.686	0.4349	0.3842	0	0.5245	0.4453	0.4676	0.8625	0	0	0	0.3672	0.4953	0.4763	0.3858	0	0.4323	0	0
0.3426	0.4028	0.6226	0	0.4562	0	0	0.4341	0.8494	0	0	0.3536	0.4934	0.3761	0	0	0.8578	0	0	0.4955	0.4067	0	0	0	0
0	0	0.3872	0	0.4004	0	0.3889	0.5352	0.5522	0.3642	0	0.4339	0.6703	0.512	0.3803	0.3485	0.3479	0	0.3622	0.6728	0.5546	0.3337	0	0	0
0.4039	0	0.5123	0.4118	0.5294	0	0.411	0.8132	0.4977	0.4802	0	0.6777	0.668	0.5402	0.5957	0.5446	0.5435	0	0.4774	0.8521	0.7449	0.4103	0	0	0.4287
0.3928	0	0.498	0.4005	0.5146	0	0.503	0.7951	0.4838	0.4667	0.3828	1	0.6502	0.6606	0.5793	0.5294	0.5283	0.3859	0.464	0.8347	0.4861	0.399	0	0	0.4169
0	0.6675	0.4328	0	0	0	0	0.3578	0.335	0	0	0	0.5999	0	0	0	0	0	0	0.4502	0.3364	0	0	0	0
0.3698	0	0.4896	0	0.3457	0	0	0.4597	0.3448	0.9516	0	0.3737	0.4358	0	0	0	0	0	0	0.5808	0	0	0	0	0
0	0	0	0	0	1	0	0.3929	0	0	0	0	0	0	0	0	0	0	0	0.4179	0	0	0.3552	0.3526	0
0	0	0	0.4909	0.7318	0	0	0.4605	0	0	0	0.3744	0.3689	0	0.4429	0	0.3753	0	0	0.4903	0	0	0	0	0
0.3451	0	0.4356	0.3517	0.45	0	0.3693	0.7082	0.4233	0.4086	0	0.5793	0.5705	0.4855	1	0.4629	0.462	0	0.4063	0.7488	0.5661	0.4726	0	0	0.3657
0	0	0	0.9966	0.8182	0	0	0.4655	0	0	0	0.3784	0.3901	0.3974	0	0.3345	0.428	0	0	0.5193	0	0.4423	0	0.4503	0
0	0	0	0.3631	0.3456	0	0	0.4262	0	0	0	0.3474	0.391	0	0.41	0	0	0	0	0.4536	0	0.9799	0	0	0
0	0	0	0.3809	0.5738	0	0	0.453	0.3728	0	0	0.3685	0.4533	0.3466	0.3424	0	0	0	0	0.5725	0.7933	0	0	0	0
0	0	0.3915	0	0.4305	0	0	0.5756	0.4051	1	0	0.4667	0.5458	0.3815	0.4086	0.374	0.3733	0	0.3889	0.7198	0.407	0	0	0	0
0	0	0.4152	0.3359	0.4289	0	0.3473	0.6773	0.4036	0.3897	0	0.5522	0.5438	0.4554	0.6526	0.4412	0.4403	0	0.3875	0.7174	0.4055	0.4504	0	0	0.3492
0	0	0	0	0	0	0	0.514	0	0	0	0.4169	0.4106	0	0.3657	0.3354	0.3348	0	0	0.5472	0	0	0	0	1
0	0	0	0	0.3459	0	0	0.46	0.4295	0	0	0.374	0.761	0.3986	0	0	0.6093	0	0	0.5812	0.4314	0	0	0	0
0	0	0.3883	0	0.4755	0	0	0.6347	0.4471	0.4315	0	0.5157	0.6024	0.4207	0.451	0.4123	0.4115	0	0.429	0.7846	0.4493	0	0	0	0
0	0.6021	0.3894	0.5723	0.3799	0	0.5778	0.4036	0	0	0.439	0.3738	0.392	0.7499	0	0	0	0	0.4148	0.5097	0	0	0.3631	0	0
56	42	33	6	10	89	1	47	40	95	71	86	30	2	91	44	9	32	13	4	16	29	19	73	97
